seed,boundary,method,N,L,M,rc,repetition,time_ns,neighbor_pairs,distance_evaluations
12855909182737037092,periodic,cim,100,8.9442719099991592,5,1,4,52625,404,1763
8933827936661759636,periodic,cim,100,8.9442719099991592,5,1,5,53500,409,1782
10836550251761644366,periodic,cim,100,8.9442719099991592,5,1,6,52375,398,1793
18385349645234570121,periodic,cim,100,8.9442719099991592,5,1,7,50208,405,1782
15267014554668397712,periodic,cim,100,8.9442719099991592,5,1,8,50250,399,1753
5043627946474391374,periodic,cim,100,8.9442719099991592,5,1,9,51250,393,1763
1579689023047092394,periodic,cim,100,8.9442719099991592,5,1,10,57583,414,1751
2819231779827641677,periodic,cim,100,8.9442719099991592,5,1,11,55958,420,1804
3502751810262099670,periodic,cim,100,8.9442719099991592,5,1,12,49666,404,1753
15566529581552240403,periodic,cim,100,8.9442719099991592,5,1,13,50125,409,1745
2156888461842483299,periodic,cim,100,8.9442719099991592,5,1,14,51458,424,1762
4700857963002059933,periodic,cim,100,8.9442719099991592,5,1,15,49584,399,1743
8309056360131449765,periodic,cim,100,8.9442719099991592,5,1,16,49916,407,1748
8454987579407839772,periodic,cim,100,8.9442719099991592,5,1,17,51750,425,1762
7021647990582842853,periodic,cim,100,8.9442719099991592,5,1,18,59209,409,1751
1846203151135986770,periodic,cim,100,8.9442719099991592,5,1,19,55000,402,1766
6181351475191935743,periodic,cim,100,8.9442719099991592,5,1,20,55834,388,1752
16766459307519057423,periodic,cim,100,8.9442719099991592,5,1,21,53667,405,1769
15716229692302794983,periodic,cim,100,8.9442719099991592,5,1,22,53000,402,1761
1676964104413354876,periodic,cim,100,8.9442719099991592,5,1,23,52083,397,1754
4110878797745796971,periodic,cim,100,8.9442719099991592,5,1,24,53750,391,1766
3118108766307733469,periodic,cim,100,8.9442719099991592,5,1,25,53417,398,1768
7030454477406405833,periodic,cim,100,8.9442719099991592,5,1,26,50834,400,1762
11371158523209102954,periodic,cim,100,8.9442719099991592,5,1,27,50750,402,1773
11010129186619434085,periodic,cim,100,8.9442719099991592,5,1,28,50458,413,1755
